global_paper_id,title
NOVEL_MT_71,Unsupervised Translation of German–Lower Sorbian Exploring Training and Novel Transfer Methods on a Low-Resource Language
NOVEL_MT_72,A Fine-Grained Analysis of BERTScore
NOVEL_MT_73,"To Optimize, or Not to Optimize, That Is the Question TelU-KU Models for WMT21 Large-Scale Multilingual Machine Translation"
NOVEL_MT_74,Unsupervised Neural Machine Translation for Low-Resource Domains via Meta-Learning
NOVEL_MT_77,Back-translation for Large-Scale Multilingual Machine Translation
NOVEL_MT_78,NeurST Neural Speech Translation Toolkit
NOVEL_MT_79,HW-TSC’s Participation in the WMT 2021 News Translation Shared Task
NOVEL_MT_80,Neural Machine Translation without Embeddings
NOVEL_MT_81,Improving Neural Machine Translation by Bidirectional Training
NOVEL_MT_82,Rule-based Morphological Inflection Improves Neural Terminology Translation
NOVEL_MT_83,Introducing Mouse Actions into Interactive-Predictive Neural Machine Translation
NOVEL_MT_86,mT6 Multilingual Pretrained Text-to-Text Transformer with Translation Pairs
NOVEL_MT_88,Improving Zero-Shot Translation by Disentangling Positional Information
NOVEL_MT_89,Adaptive Nearest Neighbor Machine Translation
NOVEL_MT_91,Translating Headers of Tabular Data A Pilot Study of Schema Translation
NOVEL_MT_92,Analyzing the Source and Target Contributions to Predictions in Neural Machine Translation
NOVEL_MT_93,Zero-Shot Cross-Lingual Transfer of Neural Machine Translation with Multilingual Pretrained Encoders
NOVEL_MT_94,Assessing Reference-Free Peer Evaluation for Machine Translation
NOVEL_MT_95,Document Graph for Neural Machine Translation
NOVEL_MT_96,Probing Word Translations in the Transformer and Trading Decoder for Encoder Layers
NOVEL_MT_97,Adam Mickiewicz University’s English-Hausa Submissions to the WMT 2021 News Translation Task
NOVEL_MT_98,T4T Solution WMT21 Similar Language Task for the Spanish-Catalan and Spanish-Portuguese Language Pair
NOVEL_MT_99,Improving Simultaneous Translation by Incorporating Pseudo-References with Fewer Reorderings
NOVEL_MT_101,Investigating the Helpfulness of Word-Level Quality Estimation for Post-Editing Machine Translation Output
NOVEL_MT_102,Pruning Neural Machine Translation for Speed Using Group Lasso
NOVEL_MT_103,Recurrent Attention for Neural Machine Translation
NOVEL_MT_104,Chinese Opinion Role Labeling with Corpus Translation A Pivot Study
NOVEL_MT_105,Neural Machine Translation with Inflected Lexicon
NOVEL_MT_107,Diverse Pretrained Context Encodings Improve Document Translation
NOVEL_MT_108,Lightweight Adapter Tuning for Multilingual Speech Translation
NOVEL_MT_109,The Case for Translation-Invariant Self-Attention in Transformer-Based Language Models
NOVEL_MT_110,Learning Feature Weights using Reward Modeling for Denoising Parallel Corpora
NOVEL_MT_112,Enlivening Redundant Heads in Multi-head Self-attention for Machine Translation
NOVEL_MT_113,Multilingual Unsupervised Neural Machine Translation with Denoising Adapters
NOVEL_MT_115,A Generative Framework for Simultaneous Machine Translation
NOVEL_MT_116,Harnessing Multilinguality in Unsupervised Machine Translation for Rare Languages
NOVEL_MT_117,AligNART Non-autoregressive Neural Machine Translation by Jointly Learning to Estimate Alignment and Translate
NOVEL_MT_118,Cross Attention Augmented Transducer Networks for Simultaneous Translation
NOVEL_MT_119,Tencent Translation System for the WMT21 News Translation Task
NOVEL_MT_120,"BERT, mBERT, or BiBERT A Study on Contextualized Embeddings for Neural Machine Translation"
NOVEL_MT_121,Multi-Task Learning with Shared Encoder for Non-Autoregressive Machine Translation
NOVEL_MT_122,HintedBT Augmenting Back-Translation with Quality and Transliteration Hints
NOVEL_MT_123,On the Stability of System Rankings at WMT
NOVEL_MT_124,ChrEnTranslate Cherokee-English Machine Translation Demo with Quality Estimation and Corrective Feedback
NOVEL_MT_125,Rethinking Data Augmentation for Low-Resource Neural Machine Translation A Multi-Task Learning Approach
NOVEL_MT_126,NITK-UoH Tamil-Telugu Machine Translation Systems for the WMT21 Similar Language Translation Task
NOVEL_MT_127,The JHU-Microsoft Submission for WMT21 Quality Estimation Shared Task
NOVEL_MT_128,IntelliCAT Intelligent Machine Translation Post-Editing with Quality Estimation and Translation Suggestion
NOVEL_MT_130,Mutual-Learning Improves End-to-End Speech Translation
NOVEL_MT_132,Integrating Unsupervised Data Generation into Self-Supervised Neural Machine Translation for Low-Resource Languages
NOVEL_MT_133,Sentiment-based Candidate Selection for NMT
NOVEL_MT_136,ICL’s Submission to the WMT21 Critical Error Detection Shared Task
NOVEL_MT_137,Translation-based Supervision for Policy Generation in Simultaneous Neural Machine Translation
NOVEL_MT_138,Efficient Machine Translation with Model Pruning and Quantization
NOVEL_MT_139,Neural Machine Translation with Monolingual Translation Memory
NOVEL_MT_140,From Masked Language Modeling to Translation Non-English Auxiliary Tasks Improve Zero-shot Spoken Language Understanding
NOVEL_MT_141,Improving the Lexical Ability of Pretrained Language Models for Unsupervised Neural Machine Translation
NOVEL_MT_143,The LMU Munich Systems for the WMT21 Unsupervised and Very Low-Resource Translation Task
NOVEL_MT_144,Glancing Transformer for Non-Autoregressive Neural Machine Translation
NOVEL_MT_148,Phrase-level Active Learning for Neural Machine Translation
NOVEL_MT_150,Selective Knowledge Distillation for Neural Machine Translation
NOVEL_MT_153,“Wikily” Supervised Neural Translation Tailored to Cross-Lingual Tasks
NOVEL_MT_154,Source and Target Bidirectional Knowledge Distillation for End-to-end Speech Translation
NOVEL_MT_155,Understanding the Properties of Minimum Bayes Risk Decoding in Neural Machine Translation
NOVEL_MT_156,Is “moby dick” a Whale or a Bird Named Entities and Terminology in Speech Translation
NOVEL_MT_157,Neural Machine Translation without Embeddings
NOVEL_MT_158,The NiuTrans System for the WMT 2021 Efficiency Task
NOVEL_MT_159,Facebook AI’s WMT21 News Translation Task Submission
NOVEL_MT_161,Difficulty-Aware Machine Translation Evaluation
NOVEL_MT_162,"The University of Maryland, College Park Submission to Large-Scale Multilingual Shared Task at WMT 2021"
NOVEL_MT_163,Rewriter-Evaluator Architecture for Neural Machine Translation
NOVEL_MT_164,Papago’s Submission for the WMT21 Quality Estimation Shared Task
NOVEL_MT_165,Studying The Impact Of Document-level Context On Simultaneous Neural Machine Translation
NOVEL_MT_167,Non-Autoregressive Translation by Learning Target Categorical Codes
NOVEL_MT_168,Don’t Go Far Off An Empirical Study on Neural Poetry Translation
NOVEL_MT_169,NICT Kyoto Submission for the WMT’21 Quality Estimation Task Multimetric Multilingual Pretraining for Critical Error Detection
NOVEL_MT_172,SemFace Pre-training Encoder and Decoder with a Semantic Interface for Neural Machine Translation
NOVEL_MT_173,Are References Really Needed Unbabel-IST 2021 Submission for the Metrics Shared Task
NOVEL_MT_174,Speechformer Reducing Information Loss in Direct Speech Translation
NOVEL_MT_177,SGL Speaking the Graph Languages of Semantic Parsing via Multilingual Translation
NOVEL_MT_179,Fast and Accurate Neural Machine Translation with Translation Memory
NOVEL_MT_180,Context-Interactive Pre-Training for Document Machine Translation
NOVEL_MT_181,Monotonic Simultaneous Translation with Chunk-wise Reordering and Refinement
NOVEL_MT_182,Universal Simultaneous Machine Translation with Mixture-of-Experts Wait-k Policy
NOVEL_MT_183,Unsupervised Neural Machine Translation with Universal Grammar
NOVEL_MT_185,Discriminative Reranking for Neural Machine Translation
NOVEL_MT_186,Attention Calibration for Transformer in Neural Machine Translation
NOVEL_MT_187,Crafting Adversarial Examples for Neural Machine Translation
NOVEL_MT_188,Findings of the WMT 2021 Biomedical Translation Shared Task Summaries of Animal Experiments as New Test Set
NOVEL_MT_189,Machine Translated Text Detection Through Text Similarity with Round-Trip Translation
NOVEL_MT_190,The Effect of Round-Trip Translation on Fairness in Sentiment Analysis
NOVEL_MT_192,PhoMT A High-Quality and Large-Scale Benchmark Dataset for Vietnamese-English Machine Translation
NOVEL_MT_193,It Is Not As Good As You Think! Evaluating Simultaneous Machine Translation on Interpretation Data
NOVEL_MT_194,HW-TSC’s Participation in the WMT 2021 Efficiency Shared Task
NOVEL_MT_195,Findings of the WMT 2021 Shared Tasks in Unsupervised MT and Very Low Resource Supervised MT
NOVEL_MT_196,QEMind Alibaba’s Submission to the WMT21 Quality Estimation Shared Task
NOVEL_MT_198,Multi-Head Highly Parallelized LSTM Decoder for Neural Machine Translation
NOVEL_MT_202,Guiding Teacher Forcing with Seer Forcing for Neural Machine Translation
NOVEL_MT_205,An Empirical Investigation of Word Alignment Supervision for Zero-Shot Multilingual Neural Machine Translation
NOVEL_MT_206,Neural Machine Translation for Tamil–Telugu Pair
NOVEL_MT_207,Video-guided Machine Translation with Spatial Hierarchical Attention Network
NOVEL_MT_208,Stacked Acoustic-and-Textual Encoding Integrating the Pre-trained Models into Speech Translation Encoders
NOVEL_MT_209,Like Chalk and Cheese On the Effects of Translationese in MT Training
NOVEL_MT_210,Continual Learning for Neural Machine Translation
NOVEL_MT_213,"Point, Disambiguate and Copy Incorporating Bilingual Dictionaries for Neural Machine Translation"
NOVEL_MT_214,Scheduled Sampling Based on Decoding Steps for Neural Machine Translation
NOVEL_MT_215,From Machine Translation to Code-Switching Generating High-Quality Code-Switched Text
NOVEL_MT_217,TenTrans Multilingual Low-Resource Translation System for WMT21 Indo-European Languages Task
NOVEL_MT_218,Improving the Quality Trade-Off for Neural Machine Translation Multi-Domain Adaptation
NOVEL_MT_219,Beyond Noise Mitigating the Impact of Fine-grained Semantic Divergences on Neural Machine Translation
NOVEL_MT_221,AfroMT Pretraining Strategies and Reproducible Benchmarks for Translation of 8 African Languages
NOVEL_MT_222,Improving Machine Translation of Rare and Unseen Word Senses
NOVEL_MT_224,Self-Training Sampling with Monolingual Data Uncertainty for Neural Machine Translation
NOVEL_MT_225,TenTrans High-Performance Inference Toolkit for WMT2021 Efficiency Task
NOVEL_MT_227,Generative Imagination Elevates Machine Translation
NOVEL_MT_228,Learning Curricula for Multilingual Neural Machine Translation Training
NOVEL_MT_229,Data Processing Matters SRPH-Konvergen AI’s Machine Translation System for WMT’21
NOVEL_MT_230,Energy-Based Reranking Improving Neural Machine Translation Using Energy-Based Models
NOVEL_MT_234,cushLEPOR customising hLEPOR metric using Optuna for higher agreement with human judgments or pre-trained language model LaBSE
NOVEL_MT_235,Improving Lexically Constrained Neural Machine Translation with Source-Conditioned Masked Span Prediction
NOVEL_MT_236,Multilingual Domain Adaptation for NMT Decoupling Language and Domain Information with Adapters
NOVEL_MT_238,Encouraging Lexical Translation Consistency for Document-Level Neural Machine Translation
NOVEL_MT_239,The Effect of Domain and Diacritics in Yoruba–English Neural Machine Translation
NOVEL_MT_241,Improving Similar Language Translation With Transfer Learning
NOVEL_MT_243,Towards User-Driven Neural Machine Translation
NOVEL_MT_244,Neural Machine Translation with Synchronous Latent Phrase Structure
NOVEL_MT_245,On Compositional Generalization of Neural Machine Translation
NOVEL_MT_246,Ensembling of Distilled Models from Multi-task Teachers for Constrained Resource Language Pairs
NOVEL_MT_247,Crosslingual Embeddings are Essential in UNMT for distant languages An English to IndoAryan Case Study
NOVEL_MT_248,NVIDIA NeMo’s Neural Machine Translation Systems for English-German and English-Russian News and Biomedical Tasks at WMT21
NOVEL_MT_250,Good for Misconceived Reasons An Empirical Revisiting on the Need for Visual Context in Multimodal Machine Translation
NOVEL_MT_252,Multi-Hop Transformer for Document-Level Machine Translation
NOVEL_MT_253,Revisiting the Weaknesses of Reinforcement Learning for Neural Machine Translation
NOVEL_MT_254,Multilingual Speech Translation from Efficient Finetuning of Pretrained Models
NOVEL_MT_255,Towards Generative Aspect-Based Sentiment Analysis
NOVEL_MT_256,The Volctrans GLAT System Non-autoregressive Translation Meets WMT21
NOVEL_MT_257,Deep Context- and Relation-Aware Learning for Aspect-based Sentiment Analysis
NOVEL_MT_258,Multi-Task Learning with Shared Encoder for Non-Autoregressive Machine Translation
NOVEL_MT_259,Generalised Unsupervised Domain Adaptation of Neural Machine Translation with Cross-Lingual Data Selection
NOVEL_MT_261,Self-Supervised Quality Estimation for Machine Translation
NOVEL_MT_262,Neural Machine Translation with Heterogeneous Topic Knowledge Embeddings
NOVEL_MT_264,Learning Kernel-Smoothed Machine Translation with Retrieved Examples
NOVEL_MT_265,Extending Challenge Sets to Uncover Gender Bias in Machine Translation Impact of Stereotypical Verbs and Adjectives
NOVEL_MT_266,BERTTune Fine-Tuning Neural Machine Translation with BERTScore
NOVEL_MT_267,Modeling Task-Aware MIMO Cardinality for Efficient Multilingual Neural Machine Translation
NOVEL_MT_268,Sentiment Preservation in Review Translation using Curriculum-based Re-inforcement Framework
NOVEL_MT_269,Machine Translation Decoding beyond Beam Search
NOVEL_MT_270,Don’t Rule Out Monolingual Speakers A Method For Crowdsourcing Machine Translation Data
NOVEL_MT_271,Beyond Sentence-Level End-to-End Speech Translation Context Helps
NOVEL_MT_272,Contrastive Learning for Context-aware Neural Machine Translation Using Coreference Information
NOVEL_MT_273,Maastricht University’s Large-Scale Multilingual Machine Translation System for WMT 2021
NOVEL_MT_274,Comparing Feature-Engineering and Feature-Learning Approaches for Multilingual Translationese Classification
NOVEL_MT_275,Improving Multilingual Translation by Representation and Gradient Regularization
NOVEL_MT_276,Language Model Pretraining and Transfer Learning for Very Low Resource Languages
NOVEL_MT_277,Controlling Machine Translation for Multiple Attributes with Additive Interventions
NOVEL_MT_279,Just Ask! Evaluating Machine Translation by Asking and Answering Questions
NOVEL_MT_280,Bilingual Mutual Information Based Adaptive Training for Neural Machine Translation
NOVEL_MT_281,Adapting Neural Machine Translation for Automatic Post-Editing
NOVEL_MT_282,Cross-Attention is All You Need Adapting Pretrained Transformers for Machine Translation
NOVEL_MT_283,"IIE-NLP-Eyas at SemEval-2021 Task 4 Enhancing PLM for ReCAM with Special Tokens, Re-Ranking, Siamese Encoders and Back Translation"
NOVEL_MT_284,Contrastive Learning for Many-to-many Multilingual Neural Machine Translation
NOVEL_MT_286,Machine Translation into Low-resource Language Varieties
NOVEL_MT_287,Scrambled Translation Problem A Problem of Denoising UNMT
NOVEL_MT_289,Measuring and Increasing Context Usage in Context-Aware Machine Translation
NOVEL_MT_290,Synchronous Syntactic Attention for Transformer Neural Machine Translation
NOVEL_MT_291,Almost Free Semantic Draft for Neural Machine Translation
NOVEL_MT_295,Prevent the Language Model from being Overconfident in Neural Machine Translation
NOVEL_MT_296,HW-TSC’s Participation in the WMT 2021 Large-Scale Multilingual Translation Task
NOVEL_MT_298,Investigating the Helpfulness of Word-Level Quality Estimation for Post-Editing Machine Translation Output
NOVEL_MT_299,Quality Estimation Using Dual Encoders with Transfer Learning
NOVEL_MT_300,Translation Transformers Rediscover Inherent Data Domains
NOVEL_MT_301,Preventing Author Profiling through Zero-Shot Multilingual Back-Translation
NOVEL_MT_303,Zero-Shot Information Extraction as a Unified Text-to-Triple Translation
